product_name,price_sale,params_1,ram,gpu,display,params_2,params_3,params_4,params_5,params_6,params_7,params_8,url,website
MVH42 – MacBook Air 2020 New (Silver/Core i5/Ram 8GB/SSD 512GB/Touch ID),31.000.000 ,Màu sắc: Silver,Bộ nhớ: 8GB 3733MHz LPDDR4X memory,Card màn hình: Intel Iris Plus Graphics,Màn hình: 13.3inch Retina with True-Tone,"Bộ xử lý: 1.1GHz quad-core 10th-generation Intel Core i5 processor, Turbo Boost up to 3.5GHz.",Ổ cứng: SSD 512GB PCIe,Phân giải: 2560×1600,Bàn Phím : Magic Keyboard,Cổng kết nối: 2 x Thunderbolt 3 (USB Type-C) Ports,Touch ID Sensor,Nặng: 1.25 Kg.,https://macstores.vn/mvh42-macbook-air-2020-new-silvercore-i5ram-8gbssd-512gbtouch-id.html,macstores.vn
MV962 Option – MacBook Pro 2019 13 inch – New (Gray/i7/16GB/256GB),39.000.000 ,Tình trạng:,GB 2133MHz LPDDR3 memory, Intel Iris Plus Graphics 655, 13.3 inch Retina Display with True Tone (2560×1600)," Mới Nguyên Seal, Active Online",Màu:, Space Gray, ,2.8GHz, Quad-core 8th-generation Intel Core ,I7,https://macstores.vn/mv962-option-macbook-pro-2019-13-inch-new-grayi716gb256gb.html,macstores.vn
MV962 Option – MacBook Pro 2019 13 inch – New (Gray/i7/16GB/256GB),36.000.000 ,Tình trạng:,GB 2133MHz LPDDR3 memory, Intel Iris Plus Graphics 655, 13.3 inch Retina Display with True Tone (2560×1600)," Mới Nguyên Seal, MDM",Màu:, Space Gray, ,2.8GHz, Quad-core 8th-generation Intel Core ,I7,https://macstores.vn/mv962-option-macbook-pro-2019-13-inch-new-grayi716gb256gb-2.html,macstores.vn
MV992 – MacBook Pro 2019 13 inch – NEW (Silver/256GB),32.000.000 ,Tình trạng:,8GB 2133MHz LPDDR3 memory, Intel Iris Plus Graphics 655, 13.3 inch Retina Display with True Tone (2560×1600), Mới Nguyên Seal,Màu:, Silver," 2.4GHz 4-core 8th-generation Intel Core I5 processor (I5-8279U, Turbo 4.1GHz, Cache 6MB)",Ổ cứng:,Màn hình:,Interface:,https://macstores.vn/macbook-pro-13-inch-2019-silver-256gb-mv992.html,macstores.vn
MV912 – MacBook Pro 2019 15 inch – New (Gray/I9/16GB/512GB),51.000.000 ,Tình trạng: Mới Nguyên Seal,RAM: 16GB of 2400 MHz DDR4 RAM | 512GB SSD,GPU: AMD Radeon Pro 560X GPU (4GB GDDR5),Màn hình: 15.4″ 2880 x 1800 Retina Display,Màu: Space Gray,True Tone Technology,Wi-Fi 5 (802.11ac) | Bluetooth 5.0,Touch Bar | Touch ID Sensor,Interface: 4 x Thunderbolt 3 (USB Type-C) Ports,Force Touch Trackpad,macOS,https://macstores.vn/macbook-pro-15-inch-2019-gray-512gb-mv912.html,macstores.vn
MV9A2 – MacBook Pro 2019 13 inch – NEW (Silver/512GB),35.000.000 ,Tình trạng:,8GB 2133MHz LPDDR3 memory, Intel Iris Plus Graphics 655, 13.3 inch Retina Display with True Tone (2560×1600)," Mới Nguyên Seal, Chưa Active",Màu:, Silver," 2.4GHz 4-core 8th-generation Intel Core I5 processor (I5-8279U, Turbo 4.1GHz, Cache 6MB)",Ổ cứng:,Màn hình:,Interface:,https://macstores.vn/macbook-pro-13-inch-2019-silver-512gb-mv9a2.html,macstores.vn
MV932 – MacBook Pro 2019 15 inch – (Silver/I9/16GB/512GB) Active,49.000.000 ,Tình trạng:, Radeon Pro 560X with 4GB of GDDR5 memory,GPU:, 15.4 inch Retina Display with True Tone (2880 x 1800)," Mới 100%, Nguyên Seal, Active",Màu:, Silver," 2.3GHz 8-core 9th-generation Intel Core i9 processor (I9-9880H, Turbo 4.8GHz, SmartCache 16MB)",Ổ cứng:,Màn hình:,Interface:,https://macstores.vn/mv932-macbook-pro-2019-15-inch-silveri916gb512gb-active.html,macstores.vn
MV912 – MacBook Pro 2019 15 inch – New (Gray/I9/16GB/512GB) Active,50.000.000 ,"Tình trạng: Mới 100% Nguyên Seal, Active",RAM: 16GB of 2400 MHz DDR4 RAM | 512GB SSD,GPU: AMD Radeon Pro 560X GPU (4GB GDDR5),Màn hình: 15.4″ 2880 x 1800 Retina Display,Màu: Space Gray,True Tone Technology,Wi-Fi 5 (802.11ac) | Bluetooth 5.0,Touch Bar | Touch ID Sensor,Interface: 4 x Thunderbolt 3 (USB Type-C) Ports,Force Touch Trackpad,macOS,https://macstores.vn/mv912-macbook-pro-2019-15-inch-new-grayi916gb512gb-active.html,macstores.vn
MV912 – MacBook Pro 2019 15 inch Option – New (Gray/I9/32GB/512GB),61.500.000 ,"Tình trạng: Mới 100% Nguyên Seal, Active",RAM: 32GB of 2400 MHz DDR4 RAM | 512GB SSD,GPU: AMD Radeon Pro 560X GPU (4GB GDDR5),Màn hình: 15.4″ 2880 x 1800 Retina Display,Màu: Space Gray,True Tone Technology,Wi-Fi 5 (802.11ac) | Bluetooth 5.0,Touch Bar | Touch ID Sensor,Interface: 4 x Thunderbolt 3 (USB Type-C) Ports,Force Touch Trackpad,macOS,https://macstores.vn/mv912-macbook-pro-2019-15-inch-option-new-grayi932gb512gb.html,macstores.vn
MV9A2 Option – MacBook Pro 2019 13 inch – NEW (Silver/16G/512GB),39.000.000 ,Tình trạng:,RAM: 16GB 2133MHz LPDDR3 memory, Intel Iris Plus Graphics 655, 13.3 inch Retina Display with True Tone (2560×1600)," Mới Nguyên Seal, Chưa Active",Màu:, Silver," 2.4GHz 4-core 8th-generation Intel Core I5 processor (I5-8279U, Turbo 4.1GHz, Cache 6MB)",Ổ cứng:,Màn hình:,Interface:,https://macstores.vn/mv9a2-option-macbook-pro-2019-13-inch-new-silver16g512gb.html,macstores.vn
MV9A2 Option – MacBook Pro 2019 13 inch – NEW (Silver/I7/16G/512GB),42.000.000 ,Tình trạng:,2133MHz LPDDR3 memory, Intel Iris Plus Graphics 655, 13.3 inch Retina Display with True Tone (2560×1600), Mới Nguyên Seal,Màu:, Silver, ,2.8GHz Quad-core 8th-generation Intel Core I7 processor ,"(8569U, Turbo 4.7GHz, 8MB Cache) (Option)",Ổ cứng:,https://macstores.vn/mv9a2-option-macbook-pro-2019-13-inch-new-silveri716g512gb.html,macstores.vn
MV952 – MacBook Pro 2019 15 inch – New (Gray/I9 2.4Ghz/32GB/1TB),65.000.000 ,"Tình trạng: Mới 100% Nguyên Seal, Active",RAM: 32GB of 2400 MHz DDR4 RAM | 512GB SSD,GPU: AMD Radeon Pro 560X GPU (4GB GDDR5),Màn hình: 15.4″ 2880 x 1800 Retina Display,Màu: Space Gray,True Tone Technology,Wi-Fi 5 (802.11ac) | Bluetooth 5.0,Touch Bar | Touch ID Sensor,Interface: 4 x Thunderbolt 3 (USB Type-C) Ports,Force Touch Trackpad,macOS,https://macstores.vn/mv952-macbook-pro-2019-15-inch-new-grayi9-2-4ghz32gb1tb.html,macstores.vn
MV972 Option – MacBook Pro 2019 13 inch – New (Gray/i7/16G/512GB),42.000.000 ,Tình trạng:,2133MHz LPDDR3 memory, Intel Iris Plus Graphics 655, 13.3 inch Retina Display with True Tone (2560×1600)," Mới 100%, Nguyên Seal.",Màu:, Space Gray, ,2.8GHz Quad-core 8th-generation Intel Core I7 processor ,"(8569U, Turbo 4.7GHz, 8MB Cache) (Option)",Ổ cứng:,https://macstores.vn/mv972-option-macbook-pro-2019-13-inch-new-grayi716g512gb.html,macstores.vn
MUHP2 Option – MacBook Pro 2019 13 inch – (Gray/i7/256GB) – New,33.500.000 ,Tình trạng:,8GB 2133MHz LPDDR3 memory, Intel Iris Plus Graphics 645,13.3 inch Retina with True Tone (2650×1600)," New, Mới Nguyên Seal, Chưa Active",Màu:, Xám (Space Gray)," Quad-core i7-1.7GHz (i5-8557U, 8MB cache, up to 4.5GHz)",256GB on-board SSD,Màn hình: ,Interface:,https://macstores.vn/muhp2-option-macbook-pro-2019-13-inch-grayi7256gb-new.html,macstores.vn
Macbook 12 Inch 2016 512GB MMGM2,,1.2 GHz Intel Core m5 Dual-Core,8GB of 1866 MHz LPDDR3 RAM,Integrated Intel HD Graphics 515,12″ LED-Backlit IPS Retina Display,2304 x 1440 Screen Resolution,USB 3.0 Type-C Port,"802.11ac Wi-Fi, Bluetooth 4.0",Force Touch Trackpad,Mac OS X El Capitan or macOS Sierra,BẢO HÀNH 2 NĂM.,,https://macstores.vn/macbook-12-inch-2016-512gb-mmgm2.html,macstores.vn
Macbook 12 inch 2017 256Gb MNYF2,,1.2 GHz Intel Core m3 Dual-Core,8GB of 1866MHz LPDDR3 RAM | 256GB SSD,Integrated Intel HD Graphics 615,12″ 2304 x 1440 IPS Display,USB 3.0 Type-C Port,802.11ac Wi-Fi | Bluetooth 4.2,Force Touch Trackpad,Stereo Speakers | Dual Mics,"Slim, Compact Design",macOS Sierra,BẢO HÀNH 2 NĂM.,https://macstores.vn/macbook-12-inch-2017-256gb-mnyf2.html,macstores.vn
Macbook 12 inch 2017 256Gb MNYK2,,1.2 GHz Intel Core m3 Dual-Core,8GB of 1866MHz LPDDR3 RAM | 256GB SSD,Integrated Intel HD Graphics 615,12″ 2304 x 1440 IPS Display,USB 3.0 Type-C Port,802.11ac Wi-Fi | Bluetooth 4.2,Force Touch Trackpad,Stereo Speakers | Dual Mics,"Slim, Compact Design",macOS Sierra,BẢO HÀNH 2 NĂM.,https://macstores.vn/macbook-12-inch-2017-256gb-mnyk2.html,macstores.vn
Macbook 12 inch 2017 256Gb MNYM2,,1.2 GHz Intel Core m3 Dual-Core,8GB of 1866MHz LPDDR3 RAM | 256GB SSD,Integrated Intel HD Graphics 615,12″ 2304 x 1440 IPS Display,USB 3.0 Type-C Port,802.11ac Wi-Fi | Bluetooth 4.2,Force Touch Trackpad,Stereo Speakers | Dual Mics,"Slim, Compact Design",macOS Sierra,BẢO HÀNH 2 NĂM.,https://macstores.vn/macbook-12-inch-2017-256gb-mnym2.html,macstores.vn
MV902 – MacBook Pro 2019 15 inch – New (Gray/I7/16GB/256GB),47.000.000 ,Tình trạng:, Radeon Pro 555X with 4GB of GDDR5 memory,GPU:, 15.4 inch Retina Display with True Tone (2880 x 1800), Mới Nguyên Seal,Màu:, Space Gray," 2.6GHz 6-core 9th-generation Intel Core i7 processor (I7-9750H, Turbo 4.5GHz, Cache 12MB)",Ổ cứng:,Màn hình:,Interface:,https://macstores.vn/macbook-pro-15-inch-2019-gray-256gb-mv902.html,macstores.vn
Macbook 12 inch 2017 256Gb MNYH2,,1.2 GHz Intel Core m3 Dual-Core,8GB of 1866MHz LPDDR3 RAM | 256GB SSD,Integrated Intel HD Graphics 615,12″ 2304 x 1440 IPS Display,USB 3.0 Type-C Port,802.11ac Wi-Fi | Bluetooth 4.2,Force Touch Trackpad,Stereo Speakers | Dual Mics,"Slim, Compact Design",macOS Sierra,BẢO HÀNH 2 NĂM.,https://macstores.vn/macbook-12-inch-2017-256gb-mnyh2.html,macstores.vn
Macbook 12 inch 2017 512Gb MNYG2,28.500.000 ,1.3 GHz Intel Core i5 Dual-Core,8GB of 1866MHz LPDDR3 RAM | 512GB SSD,Integrated Intel HD Graphics 615,12″ 2304 x 1440 IPS Display,USB 3.0 Type-C Port,802.11ac Wi-Fi | Bluetooth 4.2,Force Touch Trackpad,Stereo Speakers | Dual Mics,"Slim, Compact Design",macOS Sierra,BẢO HÀNH 2 NĂM.,https://macstores.vn/macbook-12-inch-2017-512gb-mnyg2.html,macstores.vn
MV922 – MacBook Pro 2019 15 inch – New (Silver/I7/16GB/256GB),47.000.000 ,Tình trạng: Mới Nguyên Seal,RAM: 16GB of 2400 MHz DDR4 RAM | 256GB SSD,GPU:AMD Radeon Pro 555X GPU (4GB GDDR5),Màn hình: 15.4″ 2880 x 1800 Retina Display,Màu: Silver,True Tone Technology,Wi-Fi 5 (802.11ac) | Bluetooth 5.0,Touch Bar | Touch ID Sensor,Interface: 4 x Thunderbolt 3 (USB Type-C) Ports,Force Touch Trackpad,macOS,https://macstores.vn/macbook-pro-15-inch-2019-silver-256gb-mv922.html,macstores.vn
Macbook 12 inch 2017 512Gb MNYJ2,28.500.000 ,1.3 GHz Intel Core i5 Dual-Core,8GB of 1866MHz LPDDR3 RAM | 512GB SSD,Integrated Intel HD Graphics 615,12″ 2304 x 1440 IPS Display,USB 3.0 Type-C Port,802.11ac Wi-Fi | Bluetooth 4.2,Force Touch Trackpad,Stereo Speakers | Dual Mics,"Slim, Compact Design",macOS Sierra,BẢO HÀNH 2 NĂM.,https://macstores.vn/macbook-12-inch-2017-512gb-mnyj2.html,macstores.vn
MV932 – MacBook Pro 2019 15 inch Option – (Silver/I9 2.4G/32GB/512GB),52.000.000 ,Tình trạng:, Radeon Pro 560X with 4GB of GDDR5 memory,GPU:, 15.4 inch Retina Display with True Tone (2880 x 1800)," Mới 100%, Nguyên Seal, MDM",Màu:, Silver, ,"2.4GHz 8-core 9th-generation Intel Core i9 processor (I9-9980HK, Turbo 5.0GHz, SmartCache 16MB)",Ổ cứng:,Màn hình:,https://macstores.vn/mv932-macbook-pro-2019-15-inch-option-silveri9-2-4g32gb512gb.html,macstores.vn
Macbook 12 inch 2017 512Gb MNYL2,28.500.000 ,1.3 GHz Intel Core i5 Dual-Core,8GB of 1866MHz LPDDR3 RAM | 512GB SSD,Integrated Intel HD Graphics 615,12″ 2304 x 1440 IPS Display,USB 3.0 Type-C Port,802.11ac Wi-Fi | Bluetooth 4.2,Force Touch Trackpad,Stereo Speakers | Dual Mics,"Slim, Compact Design",macOS Sierra,BẢO HÀNH 2 NĂM.,https://macstores.vn/macbook-12-inch-2017-512gb-mnyl2.html,macstores.vn
CTO – MacBook Pro 16 inch 2019 New– (Silver/i9/32GB/512GB),68.000.000 ,"Tình trạng: Mới, Nguyên Seal, Active Online, MDM",RAM: 32GB 2666MHz DDR4 memory,VGA: AMD Radeon Pro 5300M with 4GB GDDR6 memory,Màn hình: 16-inch Retina with True Tone (2880×1800),Màu: Bạc (Silver),Interface: Four Thunderbolt 3 ports (USB-Type C),Touch Bar & Touch ID,Trọng lượng: 2.0Kg,,,,https://macstores.vn/cto-macbook-pro-16-inch-2019-new-silveri932gb512gb.html,macstores.vn
CTO – MacBook Pro 16 inch 2019 New– (Silver/i9/32GB/512GB),69.000.000 ,"Tình trạng: Mới, Nguyên Seal, Active Online, MDM",RAM: 32GB 2666MHz DDR4 memory,VGA: AMD Radeon Pro 5500M with 4GB GDDR6 memory,Màn hình: 16-inch Retina with True Tone (2880×1800),Màu: Bạc (Silver),Interface: Four Thunderbolt 3 ports (USB-Type C),Touch Bar & Touch ID,Trọng lượng: 2.0Kg,,,,https://macstores.vn/cto-macbook-pro-16-inch-2019-new-silver-i9-32gb-512gb.html,macstores.vn
MV932 – MacBook Pro 2019 15 inch – (Silver/I9/16GB/512GB),51.000.000 ,Tình trạng:, Radeon Pro 560X with 4GB of GDDR5 memory,GPU:, 15.4 inch Retina Display with True Tone (2880 x 1800)," Mới 100%, Nguyên Seal",Màu:, Silver," 2.3GHz 8-core 9th-generation Intel Core i9 processor (I9-9880H, Turbo 4.8GHz, SmartCache 16MB)",Ổ cứng:,Màn hình:,Interface:,https://macstores.vn/macbook-pro-15-inch-2019-silver-512gb-mv932.html,macstores.vn
CTO – MacBook Pro 16 inch 2020 New– (Space Gray/i9 2.4Ghz/64GB/1TB/5600M),119.000.000 ,"Tình trạng: Mới 100%, Nguyên Seal",RAM: 64GB 2666MHz DDR4 memory,VGA: AMD Radeon Pro 5600M with 8GB HBM2,Màn hình: 16-inch Retina with True Tone (3072×1920),Màu: Space Gray,Interface: Four Thunderbolt 3 ports (USB-Type C),Touch Bar & Touch ID,Trọng lượng: 2.0Kg,,,,https://macstores.vn/cto-macbook-pro-16-inch-2020-new-space-gray-i9-2-4ghz-64gb-1tb-m5600.html,macstores.vn
CTO – MacBook Pro 16 inch 2019 New– (Space Gray/i9 2.4Ghz/64GB/1TB/8GB),,"Tình trạng: Mới, Nguyên Seal, MDM",RAM: 64GB 2666MHz DDR4 memory,VGA: AMD Radeon Pro 5500M with 8GB GDDR6 memory,Màn hình: 16-inch Retina with True Tone (3072×1920),Màu: Xám (Space Gray),Interface: Four Thunderbolt 3 ports (USB-Type C),Touch Bar & Touch ID,Trọng lượng: 2.0Kg,,,,https://macstores.vn/cto-macbook-pro-16-inch-2019-new-space-gray-i9-2-4ghz-64gb-1tb-8gb-new.html,macstores.vn
CTO – MacBook Pro 16 inch 2019 – (Space Gray/i9 2.4Ghz/32GB/1TB/8GB),88.000.000 ,Tình trạng: Newseal,RAM: 32GB 2666MHz DDR4 memory,VGA: AMD Radeon Pro 5500M with 8GB GDDR6 memory,Màn hình: 16-inch Retina with True Tone (3072×1920),Màu: Xám (Space Gray),Interface: Four Thunderbolt 3 ports (USB-Type C),Touch Bar & Touch ID,Trọng lượng: 2.0Kg,,,,https://macstores.vn/cto-macbook-pro-16-inch-2019-space-gray-i9-24ghz-32gb-1tb-8gb.html,macstores.vn
MV932 – MacBook Pro 2019 15 inch Option – (Silver/I9/32GB/512GB),61.500.000 ,Tình trạng:, Radeon Pro 560X with 4GB of GDDR5 memory,GPU:, 15.4 inch Retina Display with True Tone (2880 x 1800)," Mới 100%, Nguyên Seal",Màu:, Silver," 2.3GHz 8-core 9th-generation Intel Core i9 processor (I9-9880H, Turbo 4.8GHz, SmartCache 16MB)",Ổ cứng:,Màn hình:,Interface:,https://macstores.vn/mv932-macbook-pro-2019-15-inch-option-silveri932gb512gb.html,macstores.vn
Macbook 12 Inch 2016 512GB MLH82,,1.2 GHz Intel Core m5 Dual-Core,8GB of 1866 MHz LPDDR3 RAM,Integrated Intel HD Graphics 515,12″ LED-Backlit IPS Retina Display,2304 x 1440 Screen Resolution,USB 3.0 Type-C Port,"802.11ac Wi-Fi, Bluetooth 4.0",Force Touch Trackpad,Mac OS X El Capitan or macOS Sierra,BẢO HÀNH 2 NĂM.,,https://macstores.vn/macbook-12-inch-2016-512gb-mlh82.html,macstores.vn
Macbook 12 Inch 2016 512GB MLHF2,,1.2 GHz Intel Core m5 Dual-Core,8GB of 1866 MHz LPDDR3 RAM,Integrated Intel HD Graphics 515,12″ LED-Backlit IPS Retina Display,2304 x 1440 Screen Resolution,USB 3.0 Type-C Port,"802.11ac Wi-Fi, Bluetooth 4.0",Force Touch Trackpad,Mac OS X El Capitan or macOS Sierra,BẢO HÀNH 2 NĂM.,,https://macstores.vn/macbook-12-inch-2016-512gb-mlhf2.html,macstores.vn
Macbook 12 Inch 2016 512GB MLHC2,,1.2 GHz Intel Core m5 Dual-Core,8GB of 1866 MHz LPDDR3 RAM,Integrated Intel HD Graphics 515,12″ LED-Backlit IPS Retina Display,2304 x 1440 Screen Resolution,USB 3.0 Type-C Port,"802.11ac Wi-Fi, Bluetooth 4.0",Force Touch Trackpad,Mac OS X El Capitan or macOS Sierra,BẢO HÀNH 2 NĂM.,,https://macstores.vn/macbook-12-inch-2016-512gb-mlhc2.html,macstores.vn
MGNE3 – MacBook Air 2020 13 inch New – (Gold/M1/Ram 8GB/SSD 512GB),32.000.000 ,"Tình trạng: New, Nguyên Seal",RAM: 8GB Unified,GPU: 7‑core GPU & 16-core Neural Engine,Màn hình: 13-inch Retina with True Tone (2650×1600),Màu: Vàng (Gold),Interface: Two Thunderbolt 4 ports,Wi-Fi 6 (802.11ax) | Bluetooth 5.0,Backlit Magic Keyboard,Force Touch Touchpad | Touch ID Sensor,macOS,Trọng lượng: 1.2Kg.,https://macstores.vn/macbook-air-mgne3-2020-13inch.html,macstores.vn
MXK32 / MXK62 – Macbook Pro 13 inch 2020 – 256Gb – 2 thunderbolt – Newseal fullbox,32.000.000 ,Turbo Boost up to 3.9GHz,RAM: 8GB 2133MHz LPDDR3 memory,VGA: Intel Iris Plus Graphics 645,13-inch Retina display with True Tone,Magic Keyboard,Touch Bar and Touch ID,Two Thunderbolt 3 ports,,,,,https://macstores.vn/macbook-pro-2020-13-inch-256gb.html,macstores.vn
CTO – MacBook Pro 16 inch 2019 New– (Silver/i9/32GB/2TB/5500M 8GB),88.000.000 ,Tình trạng: Newseal,RAM: 32GB 2666MHz DDR4 memory,VGA: AMD Radeon Pro 5500M with 8GB GDDR6 memory,Màn hình: 16-inch Retina with True Tone (2880×1800),Màu: Bạc (Silver),Interface: Four Thunderbolt 3 ports (USB-Type C),Touch Bar & Touch ID,Trọng lượng: 2.0Kg,,,,https://macstores.vn/cto-macbook-pro-16-inch-2019-new-silver-i9-32gb-2tb-5500m-8gb.html,macstores.vn
MYD82 – MacBook Pro 2020 13 inch New – (Gray/M1/Ram 8GB/SSD 256GB),31.500.000 ,"Tình trạng: New, Nguyên Seal",RAM: 8GB,GPU: 8‑core GPU & 16-core Neural Engine,Màn hình: 13-inch Retina with True Tone (2650×1600),Màu: Xám (Space Gray),Interface: Two Thunderbolt 4 ports,Magic Keyboard | Force Touch Trackpad,Wi-Fi 6 (802.11ax) | Bluetooth 5.0,Touch Bar & Touch ID,Trọng lượng: 1.4Kg,macOS.,https://macstores.vn/macbook-pro-myd82-2020-13inch.html,macstores.vn
MYD92 – MacBook Pro 2020 13 inch New – (Gray/M1/Ram 8GB/SSD 512GB),39.000.000 ,"Tình trạng: New, Nguyên Seal",RAM: 8GB,GPU: 8‑core GPU & 16-core Neural Engine,Màn hình: 13-inch Retina with True Tone (2650×1600),Màu: Xám (Space Gray),Interface: Two Thunderbolt 4 ports,Magic Keyboard | Force Touch Trackpad,Wi-Fi 6 (802.11ax) | Bluetooth 5.0,Touch Bar & Touch ID,Trọng lượng: 1.4Kg,macOS.,https://macstores.vn/macbook-pro-myd92-2020-13inch.html,macstores.vn
MYDC2 – MacBook Pro 2020 13 inch New – (Silver/M1/Ram 8GB/SSD 512GB),39.000.000 ,"Tình trạng: New, Nguyên Seal",RAM: 8GB,GPU: 8‑core GPU & 16-core Neural Engine,Màn hình: 13-inch Retina with True Tone (2650×1600),Màu: Bạc (Silver),Interface: Two Thunderbolt 4 ports,Magic Keyboard | Force Touch Trackpad,Wi-Fi 6 (802.11ax) | Bluetooth 5.0,Touch Bar & Touch ID,Trọng lượng: 1.4Kg,macOS.,https://macstores.vn/macbook-pro-mydc2-2020-13inch.html,macstores.vn
MYDA2 – MacBook Pro 2020 13 inch New – (Silver/M1/Ram 8GB/SSD 256GB),31.500.000 ,"Tình trạng: New, Nguyên Seal",RAM: 8GB,GPU: 8‑core GPU & 16-core Neural Engine,Màn hình: 13-inch Retina with True Tone (2650×1600),Màu: Bạc (Silver),Interface: Two Thunderbolt 4 ports,Magic Keyboard | Force Touch Trackpad,Wi-Fi 6 (802.11ax) | Bluetooth 5.0,Touch Bar & Touch ID,Trọng lượng: 1.4Kg,macOS.,https://macstores.vn/macbook-pro-myda2-2020-13inch.html,macstores.vn
CTO – Macbook Pro 13 inch 2020 – (Gray/I7-2.3GHz/16GB/1TB),53.000.000 ,Turbo Boost up to 3.8GHz,RAM: 16GB 3733MHz LPDDR4X memory,VGA: Intel Iris Plus Graphics,13-inch Retina display with True Tone,Magic Keyboard,Touch Bar and Touch ID,Four Thunderbolt 3 ports,,,,,https://macstores.vn/cto-macbook-pro-13-inch-2020-i7-16gb-1tb.html,macstores.vn
CTO – MacBook Pro 2020 13 inch New – (Gray/M1/Ram 16GB/SSD 512GB),45.000.000 ,"Tình trạng: New, Nguyên Seal",RAM: 16GB,GPU: 8‑core GPU & 16-core Neural Engine,Màn hình: 13-inch Retina with True Tone (2650×1600),Màu: Xám (Space Gray),Interface: Two Thunderbolt 4 ports,Magic Keyboard | Force Touch Trackpad,Wi-Fi 6 (802.11ax) | Bluetooth 5.0,Touch Bar & Touch ID,Trọng lượng: 1.4Kg,macOS.,https://macstores.vn/cto-macbook-pro-2020-13inch-m1.html,macstores.vn
MWP62 – Macbook Pro 13 inch 2020 Max Option – (Gray/I7-2.3GHz/32GB/2TB) – New,61.000.000 ,Turbo Boost up to 3.8GHz,RAM: 32GB 3733MHz LPDDR4X memory,VGA: Intel Iris Plus Graphics,13-inch Retina display with True Tone,Magic Keyboard,Touch Bar and Touch ID,Four Thunderbolt 3 ports,,,,,https://macstores.vn/mwp62-macbook-pro-13-inch-2020-max-option-gray-i7-32gb-2tb.html,macstores.vn
CTO – Macbook Pro 13 inch 2020 – (Gray/I7-2.3GHz/32GB/1TB) – New,57.000.000 ,Turbo Boost up to 3.8GHz,RAM: 32GB 3733MHz LPDDR4X memory,VGA: Intel Iris Plus Graphics,13-inch Retina display with True Tone,Magic Keyboard,Touch Bar and Touch ID,Four Thunderbolt 3 ports,,,,,https://macstores.vn/cto-macbook-pro-13-inch-2020-i7-32gb-1tb.html,macstores.vn
CTO – MacBook Pro 16 inch 2019 New– (Silver/i9/64GB/1TB),88.000.000 ,"Tình trạng: Nguyên Seal, CPO, Active Online",RAM: 64GB 2666MHz DDR4 memory,VGA: AMD Radeon Pro 5500M with 4GB GDDR6 memory,Màn hình: 16-inch Retina with True Tone (2880×1800),Màu: Bạc (Silver),Interface: Four Thunderbolt 3 ports (USB-Type C),Touch Bar & Touch ID,Trọng lượng: 2.0Kg,,,,https://macstores.vn/cto-macbook-pro-16-inch-2019-new-silver-i9-64gb-1tb.html,macstores.vn
CTO – MacBook Pro 16 inch 2019 New– (I9/32GB/4TB/VGA 8GB),,"Tình trạng: Mới 100%, Nguyên Seal",RAM: 32GB 2666MHz DDR4 memory,VGA: AMD Radeon Pro 5500M with 8GB GDDR6 memory,Màn hình: 16-inch Retina with True Tone (3072×1920),Màu: Bạc (Silver),Interface: Four Thunderbolt 3 ports (USB-Type C),Touch Bar & Touch ID,Trọng lượng: 2.0Kg,,,,https://macstores.vn/cto-macbook-pro-16-inch-2019-new-i9-32gb-4tb-vga-8gb.html,macstores.vn
